TAX CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,11214.0,2.0,2.0,2417.0,1462.0,1925.0,1,955000,2021-03-19
1,11214.0,2.0,3.0,1933.0,3276.0,1910.0,1,700000,2021-02-18
1,11214.0,2.0,2.0,2034.0,1420.0,1920.0,1,850000,2021-01-13
1,11214.0,2.0,2.0,1933.0,2125.0,1950.0,1,1150000,2021-02-26
1,11214.0,2.0,2.0,3867.0,2897.0,1925.0,1,1360000,2021-03-19
1,11228.0,2.0,2.0,3867.0,1680.0,1930.0,1,0,2020-06-11
1,11228.0,2.0,2.0,3867.0,1793.0,1950.0,1,1280000,2021-03-24
1,11228.0,2.0,2.0,3867.0,2280.0,1920.0,1,1518000,2021-02-08
1,11214.0,2.0,2.0,2000.0,2614.0,1965.0,1,1438000,2021-03-30
1,11214.0,2.0,2.0,1510.0,3216.0,1901.0,1,0,2020-05-26
1,11214.0,2.0,2.0,2528.0,2144.0,1925.0,1,300000,2020-06-10
1,11214.0,2.0,2.0,2127.0,2000.0,1901.0,1,0,2021-01-14
1,11214.0,2.0,2.0,2900.0,1881.0,1920.0,1,845000,2020-08-05
1,11214.0,2.0,2.0,1837.0,1470.0,1920.0,1,318783,2020-07-11
1,11214.0,2.0,2.0,1544.0,1740.0,1930.0,1,0,2020-10-07
1,11214.0,2.0,2.0,1937.0,2620.0,1965.0,1,0,2020-05-22
1,11214.0,2.0,2.0,1674.0,1975.0,1935.0,1,900000,2021-03-03
1,11228.0,2.0,2.0,1740.0,1674.0,1960.0,1,1100000,2020-05-21
1,11228.0,2.0,2.0,1933.0,1860.0,1955.0,1,880000,2020-09-29
1,11228.0,2.0,2.0,1933.0,1860.0,1955.0,1,1148000,2020-07-06
1,11228.0,2.0,2.0,2450.0,3300.0,1920.0,1,0,2020-12-21
1,11228.0,2.0,2.0,1885.0,1729.0,1955.0,1,965000,2021-02-22
1,11228.0,2.0,2.0,1885.0,1928.0,1955.0,1,860000,2020-08-18
1,11228.0,2.0,2.0,2243.0,1928.0,1950.0,1,0,2021-01-20
1,11228.0,2.0,2.0,4057.0,2041.0,1925.0,1,1380000,2021-02-04
1,11228.0,2.0,2.0,1740.0,1849.0,1950.0,1,905000,2021-03-17
1,11228.0,2.0,2.0,1740.0,1876.0,1950.0,1,333000,2020-09-09
1,11214.0,2.0,2.0,2633.0,3828.0,1940.0,1,1160000,2021-03-05
1,11214.0,2.0,2.0,1746.0,1890.0,1940.0,1,0,2020-09-22
1,11214.0,2.0,2.0,1410.0,1998.0,1940.0,1,0,2020-07-23
1,11214.0,2.0,2.0,2126.0,1188.0,1940.0,1,900000,2021-01-28
1,11214.0,2.0,2.0,1937.0,2280.0,1960.0,1,1190000,2020-08-14
1,11214.0,2.0,2.0,1830.0,1980.0,1950.0,1,860000,2020-06-09
1,11214.0,2.0,2.0,1830.0,1980.0,1950.0,1,975000,2021-01-05
1,11214.0,2.0,2.0,1728.0,1320.0,1950.0,1,0,2020-09-28
1,11214.0,2.0,2.0,1698.0,1320.0,1950.0,1,770000,2020-10-09
1,11214.0,2.0,2.0,1773.0,1320.0,1950.0,1,0,2021-03-02
1,11214.0,2.0,2.0,1682.0,1320.0,1950.0,1,0,2020-08-05
1,11214.0,2.0,2.0,1933.0,1578.0,1940.0,1,960000,2020-04-22
1,11214.0,2.0,2.0,2127.0,1610.0,1940.0,1,0,2020-12-16
1,11214.0,2.0,2.0,2127.0,1610.0,1940.0,1,0,2020-10-14
1,11214.0,2.0,2.0,2127.0,1652.0,1940.0,1,100000,2020-12-31
1,11215.0,2.0,2.0,2068.0,1652.0,1940.0,1,0,2020-12-18
1,11214.0,2.0,2.0,2090.0,1652.0,1940.0,1,950000,2020-11-18
1,11214.0,2.0,2.0,2090.0,1652.0,1940.0,1,156000,2020-12-16
1,11214.0,2.0,2.0,1520.0,1760.0,1940.0,1,935000,2020-11-25
1,11214.0,2.0,2.0,2280.0,1993.0,1945.0,1,0,2021-01-25
