TAX CLASS AT PRESENT,ZIP CODE,YEAR BUILT,SALE PRICE,SALE DATE
2,10003,1927.0,910000,2020-09-10
2,10003,1927.0,1500000,2021-01-25
2,10011,1952.0,705000,2020-08-14
2,10011,1952.0,890000,2020-04-10
2,10011,1952.0,1450000,2020-11-20
2,10011,1952.0,1067500,2020-12-09
2,10011,1952.0,0,2021-01-29
2,10011,1925.0,0,2020-12-29
2,10011,1916.0,1690000,2021-02-23
2,10011,1916.0,1675000,2021-03-01
2,10003,1960.0,1100000,2021-03-12
2,10003,1960.0,0,2020-05-27
2,10003,1960.0,1090000,2020-05-22
2,10003,1960.0,1925000,2020-11-13
2,10003,1960.0,2100000,2021-03-31
2,10003,1960.0,1145000,2020-10-20
2,10003,1960.0,1450000,2021-03-29
2,10003,1900.0,1212500,2020-05-28
2,10003,1965.0,2900000,2021-01-28
2,10003,1965.0,1470000,2020-10-07
2,10003,1965.0,480000,2020-06-19
2,10003,1965.0,0,2021-03-12
2,10003,1965.0,0,2021-01-28
2,10003,1921.0,1835000,2020-06-15
2,10003,1921.0,408820,2021-02-18
2,10003,1921.0,935000,2021-03-24
2,10003,1921.0,1100000,2020-12-15
2,10003,1921.0,890000,2021-02-11
2,10003,1923.0,0,2020-12-01
2,10003,1923.0,0,2020-12-01
2,10003,1929.0,0,2020-12-07
2,10003,1929.0,0,2020-12-07
2,10003,1929.0,1750000,2020-11-19
2,10003,1929.0,0,2020-09-10
2,10003,1929.0,1375000,2021-03-05
2,10003,1929.0,1400000,2021-02-08
2,10003,1929.0,1250000,2021-02-09
2,10003,1929.0,0,2020-08-14
2,10003,1929.0,0,2020-05-28
2,10003,1964.0,895000,2020-07-08
2,10003,1964.0,455000,2021-01-12
2,10003,1964.0,1600000,2020-08-04
2,10003,1964.0,490000,2020-09-02
2,10003,1964.0,1137500,2020-06-29
2,10003,1964.0,555000,2021-02-23
2,10003,1925.0,1850000,2020-07-20
2,10003,1925.0,2400000,2020-12-17
2,10003,1923.0,585000,2020-11-23
2,10003,1923.0,775000,2020-11-23
2,10003,1923.0,1720000,2020-06-24
2,10003,1923.0,1025000,2021-02-11
2,10003,1923.0,1257500,2021-01-27
2,10003,1902.0,0,2021-02-05
2,10003,1900.0,995000,2020-06-26
2,10003,1900.0,550000,2020-12-22
2,10003,1900.0,1045000,2021-03-16
2,10003,1930.0,490000,2020-07-01
2,10003,1930.0,985000,2021-02-25
2,10003,1930.0,0,2020-06-04
2,10003,1930.0,555000,2021-03-26
2,10003,1930.0,999000,2021-03-11
2,10003,1930.0,1215000,2020-08-10
2,10003,1930.0,0,2021-02-05
2,10003,1930.0,609000,2020-10-02
2,10003,1930.0,660000,2020-10-09
2,10003,1930.0,675000,2020-09-09
2,10003,1930.0,1020000,2020-12-17
2,10003,1930.0,635000,2020-12-11
2C,10003,1903.0,0,2020-07-23
2,10003,1929.0,800000,2021-03-16
2,10003,1929.0,2850000,2021-02-16
2,10003,1929.0,800000,2021-03-16
2,10003,1929.0,375000,2020-11-20
2,10003,1929.0,375000,2020-10-07
2,10003,1910.0,815000,2021-03-04
2,10003,1910.0,860000,2021-01-25
2,10003,1910.0,710000,2020-07-31
2,10003,1900.0,1285000,2020-12-23
2,10003,1900.0,1210000,2020-12-29
2,10003,1900.0,788000,2021-03-02
2,10003,1900.0,800000,2021-03-09
2,10003,1900.0,2297500,2021-03-25
2,10003,1900.0,750000,2020-12-22
2,10003,1900.0,3900000,2021-03-16
2,10003,1901.0,4150000,2020-11-05
2,10003,1901.0,0,2020-05-22
2,10003,1901.0,4600000,2020-07-07
2,10003,1963.0,460000,2020-11-19
2,10003,1963.0,792000,2020-12-11
2,10003,1963.0,900000,2021-02-24
2,10003,1955.0,3400000,2020-08-24
2,10003,1955.0,2255000,2021-01-28
2,10003,1955.0,2700000,2020-08-13
2,10003,1955.0,950000,2020-11-11
2,10003,1955.0,2675000,2020-05-12
2,10003,1955.0,545000,2020-08-31
2,10003,1955.0,1590000,2020-04-30
2,10003,1964.0,1600000,2021-03-01
2,10003,1964.0,827000,2020-09-09
2,10003,1964.0,1625000,2020-12-30
2,10003,1964.0,1395000,2020-08-18
2,10003,1964.0,1250000,2021-03-25
2,10003,1964.0,1175000,2021-03-04
2,10003,1964.0,835000,2021-03-18
2,10003,1964.0,1805000,2021-02-16
2,10003,1964.0,1115000,2021-02-16
2,10003,1964.0,767500,2020-09-15
2,10003,1964.0,2200000,2020-06-19
2,10003,1964.0,788000,2020-04-30
2,10003,1964.0,0,2021-01-27
2,10003,1964.0,665000,2021-03-15
2,10003,1964.0,1725000,2021-01-05
2,10003,1964.0,673000,2020-09-23
2,10003,1964.0,905000,2020-10-07
2,10003,1964.0,0,2020-07-27
2,10003,1924.0,1533000,2020-12-22
2,10003,1924.0,5400000,2020-07-17
2,10003,1924.0,1925000,2021-02-03
2,10003,1926.0,1495000,2020-06-29
2,10003,1922.0,1500000,2021-03-31
2,10003,1922.0,1695000,2020-12-28
2,10003,1922.0,1650000,2020-07-09
2,10003,1924.0,0,2021-01-11
2,10003,1924.0,1670000,2020-12-15
2,10003,1924.0,1495000,2020-06-30
2,10003,1924.0,1675000,2020-05-14
2,10003,1924.0,1113000,2020-08-04
2,10003,1924.0,1510000,2020-07-27
2,10003,1924.0,1550000,2021-02-18
2,10003,1926.0,1010000,2021-03-30
2,10003,1926.0,2175000,2021-03-09
2,10003,1910.0,1325000,2020-10-22
2,10003,1910.0,950000,2020-12-07
2,10003,1910.0,1100000,2020-09-09
2,10003,1905.0,0,2020-11-23
2,10003,1905.0,3800000,2020-10-09
2,10003,1925.0,890000,2020-06-10
2,10003,1925.0,850000,2020-10-30
2,10003,1929.0,3250000,2020-07-01
2,10003,1929.0,3250000,2020-07-01
2,10003,1929.0,1025000,2020-04-27
2,10011,1923.0,1015000,2020-06-25
2,10011,1923.0,1287900,2020-12-22
2,10011,1923.0,0,2020-07-15
2,10011,1923.0,1140000,2020-08-11
2,10011,1923.0,1537000,2020-05-22
2,10011,1923.0,0,2020-11-06
2,10011,1923.0,2920000,2020-11-23
2,10011,1923.0,1825000,2021-02-12
2,10011,1926.0,0,2021-03-25
2,10011,1926.0,400000,2020-11-19
2,10011,1926.0,765000,2021-03-01
2,10011,1926.0,345000,2021-02-05
2,10011,1926.0,410000,2021-03-11
2,10011,1926.0,745000,2021-03-08
2,10011,1926.0,1390747,2021-01-15
2,10011,1926.0,1950000,2021-01-13
2,10011,1926.0,1475000,2020-04-13
2,10011,1926.0,1125000,2020-06-15
2,10011,1926.0,1050000,2020-08-20
2,10011,1929.0,2910000,2020-07-09
2,10011,1957.0,905000,2021-03-23
2,10011,1957.0,902500,2021-02-05
2,10011,1957.0,550000,2020-06-16
2,10011,1957.0,0,2020-07-31
2,10011,1957.0,962000,2020-10-27
2,10011,1960.0,1710000,2021-03-03
2,10011,1960.0,985000,2020-06-02
2,10011,1960.0,615000,2021-01-12
2,10011,1960.0,565000,2021-01-15
2,10011,1960.0,1675000,2021-01-15
2,10011,1900.0,4350000,2020-11-02
2,10011,1900.0,1390000,2020-12-16
2,10011,1961.0,2340000,2021-01-12
2,10011,1961.0,2600000,2021-02-26
2,10011,1959.0,2595000,2020-05-20
2,10011,1959.0,550000,2020-06-17
2,10011,1959.0,699000,2020-11-16
2,10011,1959.0,2635000,2021-03-24
2,10011,1960.0,525000,2021-01-07
2,10011,1960.0,110000,2020-08-25
2,10011,1962.0,930000,2020-07-14
2,10011,1910.0,3150000,2021-02-23
2,10011,1910.0,3330000,2021-01-28
2,10011,1906.0,4300000,2020-09-02
2,10011,1906.0,2460000,2020-07-08
2,10012,1988.0,1999000,2020-11-05
2,10012,1920.0,0,2021-01-26
2,10012,1920.0,0,2021-01-26
2,10012,2018.0,4000000,2020-12-08
2,10012,2018.0,3092873,2020-11-16
2,10012,2018.0,1853215,2021-01-19
2,10012,2018.0,3003838,2020-11-17
2,10012,2018.0,3421320,2020-12-02
2,10012,2018.0,1960131,2020-11-13
2,10012,2018.0,1725000,2020-11-19
2,10012,2018.0,1935000,2020-11-19
2,10012,2018.0,4256285,2020-11-16
2,10012,2018.0,6115000,2021-03-15
2,10012,2018.0,3141301,2020-11-12
2,10012,2018.0,3487506,2020-12-03
2,10012,2018.0,2061956,2020-12-08
2,10012,2018.0,1875000,2021-01-22
2,10012,2018.0,2050000,2020-12-11
2,10012,2018.0,6694994,2020-11-13
2,10012,2018.0,3207488,2020-11-25
2,10012,2018.0,3589331,2020-11-13
2,10012,2018.0,2144391,2020-11-10
2,10012,2018.0,2050000,2020-11-23
2,10012,2018.0,3360225,2020-11-13
2,10012,2018.0,3485000,2021-03-05
2,10012,2018.0,3512963,2020-12-22
2,10012,2018.0,7326309,2020-12-10
2,10012,2018.0,4836150,2020-12-18
2,10012,2018.0,7188845,2020-12-11
2,10012,2018.0,3650000,2021-01-19
2,10012,2018.0,5574919,2020-12-11
2,10012,2018.0,3700000,2020-12-02
2,10012,2018.0,10676351,2020-12-21
2,10012,2018.0,6720450,2020-12-29
2,10012,2018.0,10100000,2020-12-18
2,10012,2018.0,14450000,2021-01-26
2,10012,1910.0,0,2020-05-11
2,10012,1910.0,0,2020-05-11
2,10012,1910.0,0,2020-07-28
2,10012,1910.0,1100000,2021-01-27
2,10012,1910.0,850000,2021-01-21
2,10012,1910.0,675000,2020-08-25
2,10012,1900.0,1852500,2021-02-26
2,10012,1900.0,2550000,2021-03-12
2,10012,2005.0,10400000,2020-05-20
2,10012,2007.0,5750000,2020-12-18
2,10012,1912.0,0,2020-11-01
2,10012,1912.0,2475000,2020-05-26
2,10012,1912.0,1935000,2021-02-18
2,10012,1912.0,1500000,2021-03-17
2,10012,1912.0,2700000,2020-11-13
2,10012,2016.0,4500000,2020-06-16
2,10012,1928.0,2622976,2020-04-02
2,10003,1920.0,4200000,2020-11-16
2,10003,1920.0,9540000,2020-11-05
2,10011,1966.0,3300000,2020-07-14
2,10011,1966.0,3300000,2020-07-14
2,10003,2017.0,6300000,2020-05-06
2,10003,2017.0,6400000,2020-05-07
2,10003,1985.0,3050000,2020-05-08
2,10003,1985.0,0,2020-12-07
2,10003,1985.0,0,2021-02-12
2,10003,1985.0,2138325,2020-11-24
2,10003,2006.0,1880000,2020-11-12
2,10003,2006.0,1800000,2020-09-03
2,10003,2006.0,0,2020-09-14
2,10003,2006.0,0,2020-07-01
2,10003,2006.0,130000,2020-04-17
2,10003,2006.0,0,2020-09-14
2,10003,1928.0,5900000,2020-06-12
2,10003,1928.0,1750000,2021-03-09
2,10003,1928.0,1780000,2021-02-11
2,10003,1928.0,1750000,2021-03-09
2,10003,1928.0,0,2020-10-02
2,10003,1985.0,813000,2020-11-17
2,10003,1910.0,2375000,2020-05-15
2,10003,1921.0,2900000,2021-01-19
2,10003,1907.0,0,2020-11-04
2,10003,1908.0,2970000,2020-10-01
2,10003,2016.0,9655656,2021-01-14
2,10003,2016.0,4025011,2020-07-23
2,10003,2016.0,4170485,2020-05-26
2,10003,2016.0,4475011,2020-04-28
2,10003,2016.0,4550011,2020-04-17
2,10011,1912.0,4995000,2020-12-22
2,10011,1966.0,0,2020-07-16
2,10011,1966.0,0,2020-07-16
2,10011,1966.0,0,2020-07-16
2,10011,1966.0,0,2020-07-16
2,10011,1966.0,999999,2020-10-19
2B,10011,1900.0,0,2020-06-08
2C,10012,1910.0,0,2020-04-24
2C,10012,2014.0,2900000,2020-05-28
2C,10012,2014.0,2050000,2020-12-10
2C,10011,1900.0,4200000,2020-12-18
2C,10003,1929.0,14000000,2020-12-30
2C,10003,1900.0,15500000,2021-03-02
2C,10003,1910.0,1990000,2020-10-15
2C,10003,1930.0,4525000,2021-02-22
2C,10012,2014.0,0,2021-03-12
2C,10012,2014.0,0,2021-03-12
2,10012,1910.0,756844,2020-10-16
2,10012,1910.0,756844,2020-10-16
2,10012,1910.0,0,2021-02-03
2,10012,1903.0,450000,2020-12-21
2,10012,1903.0,425000,2021-02-24
2,10012,1900.0,1765000,2020-11-11
2,10012,1900.0,805000,2020-06-11
2,10012,1900.0,815000,2020-06-18
2,10012,1900.0,1250000,2020-08-06
2,10012,1900.0,570000,2021-02-23
2,10012,1900.0,800000,2020-12-10
2,10012,1900.0,1140000,2020-10-28
2,10012,1900.0,930000,2020-07-31
2,10012,1900.0,1200000,2020-11-23
2,10012,1900.0,930000,2020-05-13
2,10012,1900.0,1525000,2020-12-29
2,10012,1900.0,1155000,2020-10-14
2,10012,1981.0,3440000,2020-04-27
2,10012,1981.0,1825000,2020-10-27
2,10012,1928.0,780000,2020-05-21
2,10003,1965.0,990000,2020-10-06
2,10003,1965.0,988000,2021-02-26
2,10003,1965.0,0,2020-10-23
2,10003,1965.0,795000,2020-09-25
2,10003,1965.0,0,2020-10-26
2,10003,1965.0,1190000,2020-12-16
2,10003,1965.0,1252643,2020-04-09
2,10003,1965.0,0,2020-12-23
2,10003,1965.0,1510000,2020-05-05
2,10003,1965.0,1899000,2020-07-22
2,10003,1965.0,0,2020-12-23
2,10003,1981.0,1175000,2020-05-11
2,10003,1981.0,905000,2021-02-25
2,10003,1955.0,1135000,2020-11-10
2,10003,1955.0,915000,2020-04-30
2,10003,1955.0,1270000,2020-12-28
2,10003,1955.0,1185000,2021-02-26
2,10003,1955.0,1100000,2020-10-29
2,10003,1955.0,1420000,2020-09-30
2,10003,1959.0,1080000,2020-08-07
2,10003,1959.0,999000,2020-12-07
2,10003,1959.0,1475000,2020-12-15
2,10003,1959.0,1085000,2020-12-28
2,10003,1959.0,1600000,2020-12-15
2,10003,1959.0,3100000,2021-02-04
2,10003,1959.0,1200000,2020-11-12
2,10003,1959.0,1334000,2020-11-24
2,10003,1954.0,515000,2020-12-29
2,10003,1954.0,489000,2020-07-02
2,10003,1954.0,850000,2020-05-20
2,10003,1954.0,1775000,2021-02-25
2,10003,1954.0,1193000,2020-10-15
2,10003,1954.0,850000,2020-06-02
2,10003,1954.0,770000,2021-02-09
2,10003,1954.0,430000,2020-05-29
2,10003,1954.0,490000,2020-07-30
2,10003,1954.0,675000,2020-08-10
2,10003,1954.0,799000,2021-01-15
2,10003,1955.0,794500,2020-09-01
2,10003,1955.0,1600000,2021-03-23
2,10003,1955.0,1150000,2020-06-12
2,10003,1955.0,1100000,2020-07-06
2,10003,1955.0,615000,2020-07-28
2,10003,1955.0,560000,2020-11-03
2,10003,1955.0,575000,2020-04-21
2,10003,1955.0,695000,2020-10-21
2,10003,1955.0,635000,2020-04-23
2,10003,1955.0,1250000,2021-01-27
2,10003,1955.0,1040000,2021-03-16
2,10003,1955.0,1080000,2021-01-19
2,10003,1955.0,825000,2020-08-27
2C,10003,1900.0,2370000,2020-06-30
2,10003,1980.0,950000,2020-07-28
2,10011,1959.0,510000,2020-08-19
2,10011,1900.0,520000,2021-03-26
4,10012,1910.0,0,2020-10-22
4,10011,1937.0,10,2020-10-07
4,10003,1930.0,4250000,2020-12-22
4,10012,1954.0,0,2020-12-17
4,10012,2018.0,7326309,2020-12-10
4,10012,2018.0,6115000,2021-03-15
4,10012,2018.0,14450000,2021-01-26
4,10012,2018.0,7188845,2020-12-11
4,10012,2018.0,10676351,2020-12-21
4,10012,2018.0,10100000,2020-12-18
4,10012,2018.0,6694994,2020-11-13
4,10003,1954.0,835000,2020-05-19
4,10012,1910.0,0,2020-07-21
4,10003,2016.0,61043,2020-07-01
1,10014,1899.0,5225000,2020-10-22
1,10014,1910.0,0,2020-08-14
1,10014,1899.0,4950000,2020-05-28
1,10014,1900.0,0,2020-06-15
1,10014,1900.0,19920000,2020-09-10
1,10011,1899.0,19500000,2020-07-09
1,10014,1899.0,9794000,2020-05-20
1,10014,1899.0,8750000,2020-11-17
1,10014,1899.0,0,2020-12-22
1,10014,1900.0,7850000,2020-11-18
1,10014,1920.0,4537500,2021-02-01
1,10014,1910.0,0,2020-10-27
1,10014,1905.0,15000000,2020-12-17
1,10014,1899.0,0,2020-12-21
1,10014,1899.0,15900000,2020-12-30
1,10014,1849.0,0,2020-06-29
1,10014,1899.0,0,2020-12-17
1,10014,1920.0,5077000,2021-03-30
1,10014,1899.0,13850000,2021-03-10
1,10014,1899.0,9300000,2020-04-23
1,10014,1905.0,12200000,2020-09-09
1,10014,1900.0,0,2020-12-29
1,10011,1910.0,10750000,2020-12-29
1,10014,1899.0,4083000,2020-04-24
1,10014,1910.0,3900000,2020-07-14
1,10014,1910.0,8612500,2020-08-10
1,10014,1899.0,6100000,2020-04-29
1,10014,1899.0,31000000,2020-11-04
1,10014,1899.0,0,2020-08-04
1,10014,1899.0,7500000,2020-12-21
1,10014,1899.0,0,2020-07-28
2A,10014,1800.0,4990000,2020-09-11
2B,10014,1900.0,6500000,2021-03-31
2,10014,1910.0,0,2020-05-20
2B,10014,1900.0,4300000,2021-02-05
2B,10014,1915.0,0,2020-12-29
2,10014,1900.0,0,2020-12-29
2,10014,1901.0,0,2020-12-16
2,10014,1901.0,0,2020-12-16
2B,10014,1901.0,0,2020-12-16
2A,10014,1905.0,5660000,2020-12-02
2,10014,1900.0,0,2020-06-26
2,10014,2017.0,0,2020-05-28
2,10014,2015.0,3362500,2020-04-28
2,10014,2015.0,3460000,2021-03-01
2,10014,2015.0,6100000,2021-03-03
2,10011,1910.0,0,2020-06-29
2,10014,1931.0,92600000,2020-12-18
2B,10014,2018.0,0,2020-05-05
2,10014,1920.0,0,2020-11-17
2,10014,1979.0,0,2020-12-31
2,10014,1965.0,0,2020-11-17
2,10014,1900.0,355000,2020-06-05
2,10014,1900.0,0,2020-11-13
2C,10014,1896.0,1375000,2021-02-16
2,10014,1900.0,0,2021-03-09
2,10014,1910.0,0,2020-09-18
2,10014,1910.0,380250,2020-11-17
2,10014,1908.0,625000,2020-12-22
2,10014,1920.0,425000,2020-05-28
2,10014,1960.0,65477764,2020-06-08
2,10014,1960.0,899000,2020-11-06
2,10014,1960.0,0,2020-12-16
2,10014,1960.0,1425000,2020-11-30
2,10014,1960.0,705000,2020-05-14
2,10014,1975.0,65477764,2020-06-08
2,10011,1880.0,0,2020-04-01
2,10011,1910.0,1999900,2021-02-09
2C,10014,1946.0,1300000,2020-12-29
2,10014,1910.0,590000,2020-08-24
2,10014,1915.0,625000,2020-06-04
2C,10014,1910.0,810000,2020-11-17
2,10014,1900.0,750000,2021-01-07
2,10014,1900.0,800000,2020-07-20
2,10014,1920.0,885000,2020-10-02
2,10014,1920.0,1470000,2020-05-01
2,10014,1920.0,980000,2020-10-29
2,10014,1920.0,875000,2021-01-21
2C,10014,1900.0,2315500,2020-06-02
2C,10014,1915.0,1610000,2020-04-30
2,10014,1915.0,475000,2020-06-03
2,10014,1910.0,980000,2020-10-14
2,10014,1910.0,925000,2021-03-19
2,10014,1915.0,750000,2020-04-22
2,10014,1915.0,685000,2020-05-22
2,10014,1915.0,400000,2020-11-20
2,10014,1915.0,1410000,2020-12-18
2,10014,1915.0,1410000,2020-12-18
2,10014,1911.0,2240000,2020-12-17
2,10014,1911.0,407500,2020-04-29
2,10014,1900.0,3150000,2020-07-16
2,10014,1900.0,751000,2021-03-02
2,10014,1900.0,1029037,2021-02-25
2,10014,1900.0,1097769,2020-05-22
2,10014,1975.0,65477764,2020-06-08
2,10014,1975.0,1725000,2020-05-18
2,10014,1975.0,65477764,2020-06-08
2,10014,1975.0,1900000,2020-10-15
2,10014,1973.0,65477764,2020-06-08
2,10014,1979.0,2300000,2020-05-28
2,10014,1979.0,2367500,2020-11-16
2,10014,1979.0,2382609,2020-07-07
2,10014,1979.0,0,2020-11-05
2,10014,1974.0,65477764,2020-06-08
2,10019,1939.0,1170000,2021-02-17
2,10019,1939.0,995000,2020-06-03
2,10019,1939.0,65477764,2020-06-08
2,10019,1939.0,995000,2020-04-02
2,10014,1915.0,435000,2021-03-01
2,10014,1915.0,385000,2021-03-04
2,10014,1915.0,455000,2021-03-08
2,10014,1915.0,395000,2020-06-01
2,10014,1920.0,560000,2021-03-16
2,10014,1920.0,930000,2020-04-08
2,10014,1920.0,554946,2020-08-25
2,10014,1900.0,736606,2020-12-21
2,10014,1920.0,595000,2021-03-16
2,10014,1915.0,340000,2020-11-10
2,10014,1915.0,420000,2020-12-03
2,10014,1952.0,0,2020-12-31
2,10014,1952.0,713000,2020-10-27
2,10014,1869.0,1140000,2020-10-06
2,10014,1920.0,1950000,2020-04-08
2,10014,1920.0,570000,2020-08-06
2,10014,1926.0,480000,2020-11-24
2,10014,1940.0,2200000,2020-06-24
2,10014,1940.0,0,2020-05-01
2,10014,1930.0,619000,2020-10-19
2,10014,1961.0,1525000,2020-10-15
2,10014,1961.0,510000,2021-03-10
2,10014,1961.0,610000,2020-07-23
2,10014,1929.0,1375000,2020-07-30
2,10014,1929.0,1550000,2020-04-29
2,10014,1920.0,2900000,2020-06-30
2,10014,1920.0,2999000,2020-06-03
2,10011,1930.0,1850000,2021-01-14
2,10011,1959.0,725000,2020-05-08
2,10011,1959.0,296000,2020-12-01
2,10011,1959.0,0,2021-03-16
2,10011,1961.0,1630000,2020-10-08
2,10011,1961.0,0,2020-09-16
2,10011,1961.0,945000,2021-02-04
2,10011,1961.0,1405000,2021-01-28
2,10011,1961.0,530000,2021-01-19
2,10011,1961.0,520000,2020-12-11
2,10011,1961.0,0,2020-06-10
2,10011,1961.0,690000,2020-09-29
2,10011,1961.0,930000,2021-01-29
2,10011,1961.0,1200000,2021-03-01
2,10011,1961.0,1630000,2021-02-11
2,10011,1961.0,699000,2020-09-14
2,10011,1961.0,720000,2021-01-05
2,10011,1961.0,465000,2021-03-03
2,10011,1961.0,775000,2020-10-20
2,10011,1961.0,0,2020-09-18
2,10011,1961.0,519000,2021-03-04
2,10011,1961.0,510000,2020-04-30
2,10011,1961.0,710000,2021-02-04
2,10011,1918.0,0,2020-10-28
2,10011,1900.0,693000,2020-05-27
2,10011,1900.0,675000,2021-02-03
2,10011,1961.0,1180000,2020-04-09
2,10011,1961.0,1400000,2021-01-29
2,10011,1961.0,627242,2020-05-21
2,10011,1961.0,750000,2020-07-16
2,10011,1961.0,475000,2020-04-17
2,10014,1961.0,760000,2020-10-01
2,10014,1961.0,615000,2021-03-04
2,10014,1961.0,2475000,2020-10-29
2,10014,1961.0,700000,2020-05-12
2,10014,1961.0,1187500,2020-10-29
2,10014,1962.0,1734000,2020-04-24
2,10014,1962.0,839000,2020-04-30
2,10014,1962.0,864000,2020-06-18
2,10014,1962.0,599000,2020-12-15
2,10014,1962.0,518500,2021-02-22
2,10014,1962.0,830000,2020-08-05
2,10014,1962.0,1827759,2020-05-12
2,10014,1962.0,705000,2020-06-03
2,10014,1960.0,750000,2020-06-18
2,10014,1960.0,703250,2020-06-30
2,10014,1960.0,800000,2020-07-14
2,10014,1960.0,800000,2020-10-16
2,10014,1960.0,610000,2021-03-09
2,10014,1962.0,980000,2021-01-14
2,10014,1962.0,3250000,2020-12-03
2,10014,1962.0,1070000,2020-12-18
2,10014,1962.0,2575000,2021-01-29
2,10014,1930.0,295000,2020-07-01
2,10014,1915.0,760000,2021-02-18
2,10014,1915.0,0,2021-03-22
2,10014,1915.0,850000,2021-03-16
2,10014,1915.0,500000,2020-05-21
2,10014,1968.0,1800000,2020-09-30
2,10014,1968.0,800000,2021-03-02
2,10014,1968.0,620000,2020-12-17
2,10014,1963.0,1225000,2020-12-23
2,10014,1963.0,775000,2021-03-16
2,10014,1963.0,1225000,2021-01-19
2,10014,1963.0,940000,2021-03-22
2,10014,1963.0,840000,2021-01-07
2,10014,1963.0,1225000,2021-01-19
2,10014,1963.0,1350000,2021-03-30
2,10014,1963.0,750000,2020-08-27
2,10014,1963.0,1250000,2020-06-01
2,10014,1930.0,1595000,2021-02-25
2,10014,1905.0,3100000,2020-04-24
2,10014,1956.0,940000,2020-06-30
2,10014,1956.0,830000,2021-03-22
2,10014,1911.0,0,2020-08-12
2,10014,1964.0,825000,2020-06-17
2,10014,1964.0,750000,2020-10-05
2,10014,1964.0,535000,2020-08-25
2,10014,1964.0,175000,2020-07-29
2,10014,1911.0,995000,2020-05-22
2,10014,1911.0,915000,2020-06-22
2,10014,1911.0,1900000,2021-03-19
2,10014,1987.0,1155000,2020-08-12
2,10014,1987.0,630000,2020-06-30
2,10014,1987.0,955000,2020-05-22
2,10014,1987.0,750000,2020-06-30
2,10014,1987.0,1300000,2021-01-29
2,10014,1987.0,1150000,2020-12-10
2,10014,1920.0,2250000,2020-05-11
2,10014,1920.0,2650000,2020-07-01
2,10014,1939.0,2100000,2020-09-01
2,10014,1939.0,0,2020-12-29
2,10014,1939.0,2730000,2020-09-15
2,10014,1939.0,0,2020-11-23
2,10014,1939.0,1625000,2021-01-26
2,10014,1939.0,2690000,2021-02-12
2,10014,1925.0,695000,2021-01-20
2,10014,1925.0,675000,2021-02-22
2,10014,1930.0,900000,2020-11-16
2,10014,1930.0,2225000,2021-02-12
2,10014,1920.0,740000,2020-07-20
2,10014,1920.0,622500,2020-09-14
2,10014,1920.0,855000,2020-11-24
2,10014,1920.0,2005000,2021-01-28
2C,10014,1900.0,2800000,2020-10-16
2,10014,1920.0,875000,2020-07-10
2,10014,1925.0,0,2020-11-10
2,10014,1925.0,835000,2020-12-17
2,10014,1925.0,755000,2021-01-13
2,10014,1929.0,695000,2020-06-05
2,10011,1910.0,0,2020-08-14
2,10014,1910.0,2507000,2021-03-09
2,10014,1910.0,1,2020-11-30
2,10014,1915.0,0,2020-10-09
2,10014,1915.0,0,2020-07-10
2,10014,1920.0,2337500,2020-10-19
2,10014,1920.0,6930000,2020-04-03
2,10014,1920.0,0,2020-12-15
2,10014,1920.0,3500000,2020-12-29
2,10014,1920.0,2450000,2020-12-04
2,10014,1920.0,3200000,2020-09-18
2,10014,1920.0,3499000,2021-03-26
2,10014,1900.0,11450000,2020-12-31
2,10014,2016.0,0,2020-12-21
2,10014,2016.0,0,2020-06-04
2,10014,2016.0,0,2020-10-29
2,10014,2016.0,3900000,2020-12-30
2,10014,2016.0,0,2020-12-21
2,10014,2002.0,3750000,2020-12-29
2,10014,2002.0,0,2020-10-12
2,10014,2002.0,3200000,2020-07-22
2,10014,2002.0,0,2021-01-14
2,10014,2002.0,0,2021-01-14
2,10014,2002.0,2600000,2021-03-23
2,10014,2002.0,3250000,2021-01-22
2,10014,1911.0,7700000,2020-12-29
2,10014,1911.0,7500000,2021-03-12
2,10014,1911.0,5900000,2020-09-10
2,10014,1911.0,0,2020-07-02
2,10014,1911.0,12000000,2020-11-25
2,10014,1911.0,24900000,2020-12-23
2,10014,1911.0,24802505,2020-12-08
2,10014,2017.0,6900000,2021-03-23
2,10014,2017.0,7500000,2021-03-18
2,10014,2017.0,5180000,2021-03-29
2,10014,2017.0,18250000,2021-01-29
2,10014,2017.0,7800000,2021-02-10
2,10014,2017.0,7500000,2021-03-05
2,10014,2017.0,8285075,2021-02-11
2,10011,1941.0,6250000,2021-02-12
2,10011,1941.0,5995000,2020-06-08
2,10011,1941.0,6800000,2021-03-23
2,10011,2013.0,7100000,2020-07-21
2,10011,2013.0,16000000,2020-07-22
2,10011,2013.0,7000000,2020-11-23
2,10011,2013.0,0,2020-07-08
2,10011,2013.0,3900000,2020-07-29
2,10011,2013.0,10300000,2021-03-04
2,10011,2013.0,11500000,2020-04-24
2,10011,2013.0,9150000,2020-05-09
2,10011,2013.0,10,2020-12-28
2,10011,2013.0,6100000,2020-12-30
2,10011,2013.0,8000000,2020-11-05
2,10011,1961.0,875000,2021-02-02
2,10011,1961.0,0,2021-02-24
2,10011,1961.0,0,2021-02-24
2,10011,1961.0,1030000,2020-06-03
2,10011,1961.0,825000,2020-07-28
2,10011,1961.0,1165000,2021-01-06
2,10011,1961.0,0,2020-12-28
2,10011,1961.0,0,2020-09-10
2,10011,1961.0,3600000,2020-10-01
2,10011,1961.0,3600000,2020-10-01
