TAX CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,11105,1.0,1.0,2000.0,1008.0,1920.0,1,0,2020-05-14
1,11105,1.0,1.0,1800.0,1240.0,1940.0,1,999000,2020-05-07
1,11105,1.0,1.0,1487.0,1456.0,1989.0,1,999999,2021-03-09
1,11105,1.0,1.0,2826.0,1633.0,1950.0,1,710000,2021-03-05
1,11105,1.0,1.0,2850.0,700.0,1950.0,1,835000,2020-07-28
1,11105,1.0,1.0,1758.0,1636.0,1935.0,1,920000,2021-01-12
1,11105,1.0,1.0,1700.0,1487.0,1935.0,1,402500,2020-12-03
1,11105,1.0,1.0,1746.0,1633.0,1940.0,1,1100000,2020-08-25
1,11105,1.0,2.0,3200.0,2752.0,1925.0,1,0,2020-11-06
1,11105,1.0,1.0,2000.0,1326.0,1920.0,1,905000,2021-01-22
1,11105,1.0,1.0,2000.0,1326.0,1920.0,1,0,2021-01-14
1,11105,1.0,1.0,2500.0,1281.0,1920.0,1,0,2020-06-11
1,11105,1.0,1.0,2000.0,1204.0,1925.0,1,80000,2020-12-29
1,11105,1.0,1.0,1500.0,1968.0,1890.0,1,580000,2021-03-24
1,11105,1.0,1.0,1120.0,1184.0,1955.0,1,0,2020-09-23
1,11105,1.0,1.0,1242.0,720.0,1920.0,1,725000,2020-05-11
1,11105,1.0,1.0,2500.0,1308.0,1930.0,1,0,2020-04-29
1,11105,1.0,1.0,2501.0,864.0,1920.0,1,10,2021-03-08
1,11105,1.0,1.0,2000.0,1575.0,1930.0,1,0,2020-07-15
1,11105,2.0,2.0,4000.0,4404.0,1930.0,1,10,2020-06-02
1,11105,1.0,1.0,2000.0,1490.0,1930.0,1,10,2020-06-02
1,11105,1.0,1.0,2000.0,1490.0,1930.0,1,0,2020-09-01
1,11105,1.0,1.0,2500.0,1040.0,1920.0,1,0,2020-06-17
1,11105,1.0,1.0,2000.0,2072.0,1930.0,1,1015000,2020-12-07
1,11105,1.0,1.0,1500.0,1035.0,1930.0,1,768000,2020-10-30
1,11105,1.0,1.0,2000.0,1290.0,1930.0,1,0,2020-04-22
1,11105,1.0,1.0,2200.0,1232.0,1950.0,1,0,2020-12-01
1,11102,1.0,1.0,3560.0,1364.0,1925.0,1,1068000,2020-12-30
1,11105,1.0,1.0,2160.0,1575.0,1940.0,1,0,2020-12-21
1,11105,1.0,1.0,1600.0,960.0,1945.0,1,915000,2020-11-16
1,11105,1.0,1.0,2000.0,2012.0,1920.0,1,1120000,2020-10-21
1,11105,1.0,1.0,1600.0,960.0,1945.0,1,812500,2021-01-20
1,11105,1.0,1.0,1600.0,960.0,1945.0,1,810000,2021-03-05
1,11105,1.0,1.0,1600.0,1326.0,1930.0,1,0,2021-02-21
1,11105,1.0,1.0,2000.0,1340.0,1930.0,1,1315000,2021-03-09
1,11105,1.0,1.0,2300.0,1360.0,1920.0,1,0,2020-08-14
1,11105,1.0,1.0,4600.0,1755.0,1955.0,1,0,2021-03-04
1,11102,1.0,1.0,2514.0,1760.0,1930.0,1,0,2020-11-02
1,11102,1.0,1.0,2550.0,1200.0,1900.0,1,0,2020-11-23
1,11377,1.0,1.0,2167.0,1697.0,1940.0,1,725000,2021-03-01
1,11377,1.0,1.0,2114.0,1697.0,1940.0,1,730000,2020-04-29
1,11377,1.0,1.0,1800.0,1224.0,1940.0,1,0,2020-12-02
1,11102,2.0,2.0,3056.0,1740.0,1915.0,1,1155000,2021-03-04
1,11106,2.0,2.0,2125.0,2496.0,1901.0,1,999000,2020-12-07
1,11106,2.0,2.0,1256.0,2262.0,1996.0,1,960000,2020-12-03
1,11106,2.0,2.0,1279.0,2301.0,1996.0,1,1100000,2021-01-07
1,11106,2.0,2.0,2325.0,2250.0,1901.0,1,970000,2020-06-25
1,11106,2.0,2.0,1542.0,920.0,1901.0,1,850000,2020-06-25
1,11106,2.0,2.0,1542.0,1480.0,1901.0,1,850000,2020-06-25
1,11106,2.0,2.0,3752.0,2200.0,1920.0,1,0,2020-07-02
1,11106,2.0,2.0,2340.0,3000.0,1930.0,1,0,2020-12-04
1,11106,2.0,2.0,1974.0,1480.0,1950.0,1,0,2020-09-28
1,11106,2.0,2.0,2438.0,1330.0,1920.0,1,1095000,2020-11-05
1,11102,2.0,3.0,3270.0,7600.0,1930.0,1,1550000,2021-01-20
1,11102,2.0,2.0,2500.0,1600.0,1935.0,1,0,2021-03-27
1,11102,2.0,2.0,2500.0,1600.0,1935.0,1,950000,2020-09-03
1,11102,2.0,2.0,2500.0,1760.0,1935.0,1,0,2020-11-24
1,11106,2.0,3.0,6280.0,3480.0,1920.0,1,4500000,2020-07-16
1,11102,2.0,2.0,1932.0,2572.0,1940.0,1,1300000,2020-11-06
1,11102,2.0,2.0,2345.0,1980.0,1925.0,1,0,2020-07-12
1,11106,2.0,2.0,2500.0,1774.0,1950.0,1,10,2020-10-19
1,11106,2.0,2.0,2857.0,2296.0,1940.0,1,0,2021-01-20
1,11106,2.0,2.0,1967.0,1624.0,1950.0,1,1085000,2021-02-09
1,11106,2.0,2.0,2440.0,1870.0,1945.0,1,1060000,2020-10-01
1,11106,2.0,2.0,2469.0,2863.0,1940.0,1,0,2021-01-25
1,11106,2.0,2.0,2521.0,2280.0,1905.0,1,1200000,2020-12-22
1,11106,2.0,2.0,2521.0,2368.0,1910.0,1,1850000,2020-12-29
1,11106,2.0,2.0,2521.0,2376.0,1925.0,1,2635000,2020-08-12
1,11102,2.0,2.0,1575.0,1680.0,1920.0,1,1320000,2021-02-12
1,11102,2.0,2.0,2500.0,2142.0,1940.0,1,190000,2020-12-02
1,11106,2.0,2.0,1832.0,1872.0,1950.0,1,0,2020-05-25
1,11106,2.0,2.0,2583.0,2870.0,2009.0,1,0,2020-12-20
1,11106,2.0,2.0,2282.0,2244.0,1945.0,1,1350000,2020-04-29
1,11106,2.0,2.0,1900.0,1724.0,1950.0,1,0,2020-06-23
1,11102,2.0,2.0,1040.0,1104.0,1930.0,1,700000,2021-03-24
1,11106,2.0,2.0,2500.0,1850.0,1920.0,1,0,2020-09-22
1,11106,2.0,2.0,2375.0,1862.0,1930.0,1,0,2021-02-17
1,11103,2.0,2.0,2600.0,2400.0,1930.0,1,1500000,2020-11-17
1,11103,2.0,3.0,1386.0,2970.0,1927.0,1,2600000,2020-10-14
1,11102,2.0,2.0,2425.0,2520.0,1930.0,1,0,2020-12-14
1,11103,2.0,2.0,2500.0,2079.0,1930.0,1,1600000,2020-10-16
1,11103,2.0,2.0,2910.0,2784.0,1925.0,1,0,2020-10-20
1,11103,2.0,2.0,2425.0,2000.0,1925.0,1,1420000,2020-09-30
1,11106,2.0,2.0,2500.0,1648.0,1901.0,1,0,2021-03-01
1,11106,2.0,2.0,1561.0,2000.0,1910.0,1,676161,2020-05-27
1,11103,2.0,2.0,2500.0,2720.0,1925.0,1,0,2020-06-15
1,11103,2.0,2.0,2462.0,2720.0,1925.0,1,0,2020-08-14
1,11103,2.0,2.0,1040.0,1890.0,1920.0,1,0,2021-03-23
1,11103,2.0,3.0,2120.0,3870.0,1910.0,1,0,2020-07-22
1,11103,2.0,3.0,1781.0,3600.0,1920.0,1,1700000,2020-07-15
1,11103,2.0,2.0,3242.0,1312.0,1920.0,1,0,2020-05-21
1,11103,2.0,2.0,2719.0,1980.0,1955.0,1,1270000,2020-12-03
1,11103,2.0,2.0,2500.0,1408.0,1930.0,1,0,2020-04-24
1,11103,2.0,2.0,2500.0,3608.0,1910.0,1,0,2020-11-12
1,11103,2.0,2.0,2500.0,3036.0,1925.0,1,0,2020-11-14
1,11103,2.0,2.0,1385.0,1152.0,1940.0,1,0,2021-01-26
1,11103,2.0,3.0,1700.0,3420.0,1920.0,1,1675000,2020-12-30
1,11103,2.0,2.0,2500.0,1880.0,1925.0,1,0,2020-06-25
1,11103,2.0,2.0,2375.0,2200.0,1910.0,1,1400000,2020-07-17
1,11103,2.0,2.0,2500.0,3020.0,1930.0,1,0,2020-06-18
1,11103,2.0,2.0,1600.0,2740.0,1950.0,1,0,2020-05-28
1,11103,2.0,3.0,1500.0,3000.0,1930.0,1,1835000,2020-12-28
1,11103,2.0,2.0,2425.0,3512.0,1880.0,1,0,2020-06-25
1,11103,2.0,2.0,2000.0,2290.0,1940.0,1,0,2020-10-23
1,11103,2.0,2.0,2500.0,1932.0,1920.0,1,0,2020-07-09
1,11103,2.0,2.0,2500.0,1575.0,1920.0,1,1300000,2021-02-22
1,11103,2.0,2.0,2500.0,1890.0,1910.0,1,0,2020-10-30
1,11103,2.0,2.0,2358.0,1880.0,1930.0,1,0,2020-11-11
1,11103,2.0,2.0,2000.0,1680.0,1920.0,1,1050000,2021-01-12
1,11103,2.0,2.0,2000.0,1440.0,1930.0,1,990000,2020-07-13
1,11103,2.0,2.0,1940.0,2620.0,1955.0,1,0,2020-10-12
1,11103,2.0,2.0,2500.0,1012.0,1925.0,1,448657,2020-04-16
1,11377,2.0,2.0,2599.0,2024.0,1955.0,1,0,2020-10-08
1,11103,2.0,2.0,1620.0,1566.0,1939.0,1,0,2020-09-26
1,11103,2.0,2.0,1800.0,1750.0,1940.0,1,0,2020-05-26
1,11377,2.0,2.0,1800.0,1534.0,1945.0,1,0,2020-10-05
1,11105,2.0,2.0,1411.0,1844.0,1910.0,1,0,2020-07-21
1,11105,2.0,2.0,2700.0,1840.0,1960.0,1,1270000,2020-04-02
1,11105,2.0,2.0,2503.0,3432.0,1955.0,1,0,2021-02-11
1,11105,2.0,2.0,1917.0,1840.0,1955.0,1,0,2020-05-21
1,11105,2.0,2.0,2000.0,3025.0,1925.0,1,0,2020-05-13
1,11105,2.0,2.0,2000.0,2560.0,1950.0,1,1225000,2021-02-08
1,11105,2.0,2.0,2500.0,1854.0,1930.0,1,995000,2020-07-24
1,11105,2.0,2.0,2500.0,1240.0,1929.0,1,890000,2021-03-15
1,11105,2.0,2.0,1600.0,1886.0,1965.0,1,0,2020-06-06
1,11105,2.0,2.0,2500.0,1656.0,1920.0,1,1300000,2020-11-05
1,11105,2.0,2.0,2500.0,3180.0,1940.0,1,1235000,2021-02-03
1,11105,2.0,2.0,2500.0,1898.0,1920.0,1,995000,2020-08-10
1,11105,2.0,2.0,1610.0,2430.0,1970.0,1,0,2020-10-07
1,11105,2.0,2.0,2500.0,1750.0,1870.0,1,800000,2020-12-18
1,11105,2.0,3.0,2500.0,2400.0,1925.0,1,1700000,2020-11-04
1,11105,2.0,2.0,2500.0,2150.0,1930.0,1,0,2020-08-11
1,11105,2.0,2.0,2100.0,2498.0,1965.0,1,0,2020-05-09
1,11105,2.0,2.0,2500.0,3276.0,1925.0,1,0,2020-04-24
1,11105,2.0,2.0,2000.0,1594.0,1925.0,1,1167500,2020-05-26
1,11105,2.0,2.0,2000.0,1335.0,1925.0,1,0,2021-03-02
1,11105,2.0,2.0,2000.0,1335.0,1925.0,1,960000,2021-01-20
1,11105,2.0,2.0,2000.0,1335.0,1925.0,1,0,2020-09-04
1,11105,2.0,2.0,2500.0,2963.0,1925.0,1,0,2021-02-09
1,11103,2.0,2.0,2425.0,2080.0,1925.0,1,0,2020-10-30
1,11103,2.0,2.0,1860.0,2052.0,1930.0,1,0,2021-03-06
1,11105,2.0,2.0,2500.0,2408.0,1940.0,1,0,2020-09-03
1,11105,2.0,2.0,2000.0,2000.0,1940.0,1,0,2020-11-20
1,11105,2.0,2.0,2000.0,2000.0,1940.0,1,0,2020-12-10
1,11105,2.0,2.0,2000.0,1984.0,1940.0,1,0,2020-05-13
1,11105,2.0,3.0,2000.0,4200.0,1931.0,1,0,2020-11-12
1,11105,2.0,2.0,2500.0,2136.0,1930.0,1,1629200,2020-04-16
1,11105,2.0,2.0,2500.0,2080.0,1930.0,1,0,2020-10-30
1,11105,2.0,2.0,2500.0,1168.0,1930.0,1,850000,2021-03-18
